2860,10,127.4,1,0
2861,9.8,126.2,1,0
2862,9.9,125.1,1,0
2863,9.7,124.1,1,0
2864,9.5,123.2,1,0
2865,9.5,122.1,1,0
2866,9.4,121,1,0
2867,9.4,120.4,1,0
2868,9.3,119,1,0
2869,8.8,116.8,1,0
2870,8.6,115.8,1,0
2871,8.5,115,1,0
2872,8.2,113.6,1,0
2873,8,112.6,1,0
2874,7.8,111.5,1,0
2875,7.7,110.3,1,0
2876,7.6,109.2,1,0
2877,7.5,108.1,1,0
2878,7.3,107.1,1,0
2879,7,106.1,1,0
2880,7,105,1,0
2881,6.9,103.8,1,0
2882,6.5,102.7,1,0
2883,6.4,101.6,1,0
2884,6.3,100.6,1,0
2885,6,99.5,1,0
2886,5.9,98.1,1,0
2887,5.8,97.2,1,0
2888,5.6,96.2,1,0
2889,5.5,95,1,0
2890,5.2,94.1,1,0
2891,5.1,93,1,0
2892,5,91.9,1,0
2893,4.9,91,1,0
2894,4.7,90,1,0
2895,4.5,88.7,1,0
2896,4.4,87.7,1,0
2897,4.3,86.5,1,0
2898,4,85.1,1,0
2899,3.8,84,1,1
2900,3.6,82.8,0,1
2901,3.5,81.6,0,1
2902,3.3,80.6,0,1
2903,3.2,79.3,0,1
2904,3,78,0,1
2905,2.7,77,0,1
2906,2.5,76,0,1
2907,2.2,74.8,0,1
2908,2,73.8,0,1
2909,1.8,72.8,0,1
2910,1.7,71.3,0,1
2911,1.5,70.1,0,1
2912,1.3,68.8,0,1
2913,1,67.8,0,1
2914,0.7,66.8,0,1
2915,0.5,65.6,0,1
2916,0.5,64.3,0,1
2917,0.3,63.2,0,1
2918,0.1,61.8,0,1
2919,-0.1,60.6,0,1
2920,-0.4,59.5,0,1
2921,-0.6,58.5,0,1
2922,-0.7,57.1,0,1
2923,-1,55.8,0,1
2924,-1.2,54.3,0,1
2925,-1.5,53.3,0,1
2926,-1.8,51.9,0,1
2927,-2,50.5,0,1
2928,-2.3,49.1,0,1
2929,-2.5,47.8,0,1
2930,-2.8,46.4,0,1
2931,-3.1,45.1,0,1
2932,-3.3,43.8,0,1
2933,-3.4,42.3,0,1
2934,-3.9,41,0,1
2935,-4.2,39.6,0,1
2936,-4.5,38.3,0,1
2937,-4.6,36.9,0,1
2938,-4.9,35.4,0,1
2939,-5,34.4,0,1
2940,-5.4,32.9,0,1
2941,-5.6,31.8,0,1
2942,-5.8,30.4,0,1
2943,-6,28.5,0,1
2944,-6.2,27.3,0,1
2945,-6.4,25.9,0,1
2946,-6.6,24.6,0,1
2947,-6.7,23.2,0,1
2948,-6.8,22,0,1
2949,-7,20.7,0,1
2950,-7.2,19.5,0,1
2951,-7.5,18,0,1
2952,-7.7,16.5,0,1
2953,-7.5,15.1,0,1
2954,-8,13.9,0,1
2955,-8.2,12.4,0,1
2956,-8.4,11.1,0,1
2957,-8.5,9.8,0,1
2958,-8.7,8.6,0,1
2959,-8.8,7,0,1
2960,-9,5.6,0,1
2961,-9.2,4.3,0,1
2962,-9.3,2.8,2,1
2963,-9.5,1.3,2,0
2964,-9.5,0.1,2,0
2965,-9.6,-1.3,2,0
2966,-9.7,-2.8,2,0
2967,-9.8,-4.2,2,0
2968,-9.8,-5.7,2,0
2969,-10,-6.8,2,0
2970,-10.2,-8.1,2,0
2971,-10.3,-9.6,2,0
2972,-10.3,-11.1,2,0
2973,-10.4,-12.2,2,0
2974,-10.5,-13.6,2,0
2975,-10.6,-15.2,2,0
2976,-10.7,-16.4,2,0
2977,-10.8,-17.7,2,0
2978,-10.8,-19.2,2,0
2979,-10.8,-20.5,2,0
2980,-10.9,-21.8,2,0
2981,-10.5,-23.2,2,0
2982,-10.4,-24.6,2,0
2983,-10.4,-25.9,2,0
2984,-10.5,-27.3,2,0
2985,-10.6,-28.7,2,0
2986,-10.7,-30.2,2,0
2987,-10.7,-31.7,2,0
2988,-10.7,-33,2,0
2989,-10.6,-34.3,2,0
2990,-10.5,-35.7,2,0
2991,-10.5,-37.1,2,0
2992,-10.5,-38.6,2,0
2993,-10.4,-40,2,0
