33,8.7,174,1,0
34,8.7,173.7,1,0
35,8.7,171.5,1,0
36,8.5,170.2,1,0
37,8.5,169.2,1,0
38,8.4,167.7,1,0
39,8.3,166.7,1,0
40,8.1,165.5,1,0
41,8.1,164.5,1,0
42,8.2,163.2,1,0
43,8,161.8,1,0
44,7.8,160.6,1,0
45,7.7,159.7,1,0
46,7.7,158.7,1,0
47,7.5,157.7,1,0
48,7.4,156.7,1,0
49,7.3,155.3,1,0
50,7.3,154,1,0
51,7.2,153,1,0
52,7,151.8,1,0
53,6.8,150.7,1,0
54,6.7,147.2,1,0
55,6.7,148,1,0
56,6.7,147.2,1,0
57,6.5,146.1,1,0
58,6.4,144.8,1,0
59,6.1,143.5,1,0
60,5.9,142.5,1,0
61,5.9,141.4,1,0
62,5.9,140.2,1,0
63,5.7,138.8,1,0
64,5.6,137.7,1,0
65,5.6,136.6,1,0
66,5.4,135.2,1,0
67,5.2,134.2,1,0
68,5.3,133.2,1,0
69,5.2,132.2,1,0
70,5.1,130.7,1,1
71,4.5,129.8,0,1
72,4.3,128.7,0,1
73,4.2,127.3,0,1
74,4,126.4,0,1
75,3.8,125.2,0,1
76,3.8,123.8,0,1
77,3.7,122.7,0,1
78,3.4,121.3,0,1
79,3.3,120.3,0,1
80,3.1,118.9,0,1
81,3.1,117.7,0,1
82,3,116.7,0,1
83,2.8,115.7,0,1
84,2.5,114.8,0,1
85,1.9,113.8,0,1
86,1.5,112.5,0,1
87,1.5,111.4,0,1
88,1.1,110.3,0,1
89,1,109,0,1
90,0.7,107.9,0,1
91,0.5,106.8,0,1
92,0.4,105.6,0,1
93,0.2,104.2,0,1
94,0.1,102.9,0,1
95,-0.1,101.4,0,1
96,-0.3,100,0,1
97,-0.4,97.3,0,1
98,-0.6,96.2,0,1
99,-0.5,95,0,1
100,-0.5,95.5,0,1
101,-0.6,93.7,0,1
102,-1.3,92.4,0,1
103,-1.7,91,0,1
104,-1.9,89.4,0,1
105,-2.1,88.3,0,1
106,-2.3,86.8,0,1
107,-2.5,85.3,0,1
108,-2.8,83.7,0,1
109,-2.9,82.4,0,1
110,-3,81.2,0,1
111,-3.2,79.8,0,1
112,-3.5,78.6,0,1
113,-3.7,77.5,0,1
114,-3.9,76,0,1
115,-4,74.5,0,1
116,-4.4,73.2,0,1
117,-5,71.8,0,1
118,-5.3,70.8,0,1
119,-5.3,69.5,0,1
120,-5.2,68.2,0,1
121,-5.2,66.8,0,1
122,-5.3,65.5,0,1
123,-5.3,64.4,0,1
124,-5.3,63,0,1
125,-5.3,62.7,0,1
126,-5.8,60.5,0,1
127,-6,59.2,0,1
128,-6.5,57.8,0,1
129,-6.5,56.7,0,1
130,-6.5,55.5,0,1
131,-6.6,54.2,0,1
132,-6.7,52.8,0,1
133,-6.8,51.8,0,1
134,-7,50.3,0,1
135,-7.3,49.4,2,1
136,-7.5,48.3,2,0
137,-7.6,47.1,2,0
138,-7.8,45.8,2,0
139,-7.7,44.2,2,0
140,-7.6,42.8,2,0
141,-7.8,41.8,2,0
142,-8.1,40.2,2,0
143,-8,39,2,0
144,-8.1,37.7,2,0
145,-8.1,36.5,2,0
146,-8.2,34.9,2,0
147,-8.6,33.9,2,0
148,-8.8,32.7,2,0
149,-8.8,31.6,2,0
150,-8.8,30.3,2,0
151,-9,28.8,2,0
152,-9.1,27.5,2,0
153,-9,26.1,2,0
154,-9.3,24.8,2,0
155,-9.2,23.5,2,0
156,-9,22.5,2,0
157,-9.1,21,2,0
158,-9.5,19.8,2,0
159,-9.6,18.5,2,0
160,-9.4,17.4,2,0
161,-9.2,16,2,0
162,-9.1,14.5,2,0
163,-9.1,13.5,2,0
164,-9.1,12.3,2,0
165,-9.1,10.8,2,0
166,-9.1,9.7,2,0
167,-9.1,8.3,2,0
168,-9.2,7.2,2,0
169,-9.2,5.9,2,0
