858,8.8,162.2,1,0
859,8.7,161,1,0
860,8.8,159.8,1,0
861,8.7,158.8,1,0
862,8.5,157.6,1,0
863,8.4,156.2,1,0
864,8.3,154.8,1,0
865,8.3,153.5,1,0
866,8.3,152.3,1,0
867,8,151.2,1,0
868,7.9,149.5,1,0
869,8,148.1,1,0
870,7.8,147.2,1,0
871,7.7,146.2,1,0
872,7.5,144.8,1,0
873,7.4,143.3,1,0
874,7.3,142.1,1,0
875,7,140.8,1,0
876,7.1,139.3,1,0
877,7,138.1,1,0
878,7,136.8,1,0
879,6.9,135.7,1,0
880,6.8,134.4,1,0
881,6.7,133.3,1,0
882,6.3,132,1,0
883,6.2,130.8,1,0
884,6,129.4,1,0
885,5.9,128.2,1,0
886,5.7,126.8,1,0
887,5.6,125.7,1,0
888,5.6,124.5,1,0
889,5.2,123.2,1,0
890,4.9,122,1,0
891,4.8,120.7,1,0
892,4.7,119.4,1,1
893,4.6,118.3,0,1
894,4.5,116.8,0,1
895,4.3,115.5,0,1
896,4,114,0,1
897,3.5,113,0,1
898,3.2,112,0,1
899,2.8,110.6,0,1
900,2.7,109.4,0,1
901,2.6,108.5,0,1
902,2.4,107.1,0,1
903,2.2,105.8,0,1
904,1.9,104.5,0,1
905,1.7,103.4,0,1
906,1.4,102,0,1
907,1.4,100.7,0,1
908,1.1,99.6,0,1
909,1,98.2,0,1
910,0.9,97,0,1
911,0.8,95.7,0,1
912,0.7,94.6,0,1
913,0.3,93.3,0,1
914,-0.1,92.5,0,1
915,-0.2,91.3,0,1
916,-0.3,89.8,0,1
917,-0.5,88.6,0,1
918,-0.7,87.4,0,1
919,-1,86,0,1
920,-1.2,84.7,0,1
921,-1.4,83.5,0,1
922,-1.6,82.3,0,1
923,-1.6,81.1,0,1
924,-1.8,79.9,0,1
925,-1.9,78.6,0,1
926,-2.2,77.2,0,1
927,-2.3,76,0,1
928,-2.5,74.9,0,1
929,-2.6,73.7,0,1
930,-2.8,72.3,0,1
931,-3,71,0,1
932,-3.2,69.8,0,1
933,-3.5,68.8,0,1
934,-3.7,67.3,0,1
935,-3.8,66.2,0,1
936,-4.1,65.2,0,1
937,-4.2,64,0,1
938,-4.4,62.5,0,1
939,-4.5,61.3,0,1
940,-4.6,60.3,0,1
941,-4.7,59.2,0,1
942,-4.8,57.9,0,1
943,-5.2,56.5,0,1
944,-5.4,55.2,0,1
945,-5.7,53.8,0,1
946,-5.8,52.5,0,1
947,-5.9,51.3,0,1
948,-5.9,50.1,0,1
949,-6,48.9,0,1
950,-6.1,47.7,0,1
951,-6.2,46.3,0,1
952,-6.3,45,0,1
953,-6.5,44.1,0,1
954,-6.6,42.6,0,1
955,-6.8,41.3,0,1
956,-7,39.9,0,1
957,-7.2,38.6,2,1
958,-7.4,37.1,2,0
959,-7.5,35.9,2,0
960,-7.6,34.8,2,0
961,-7.8,33.6,2,0
962,-8,32.2,2,0
963,-8.1,31.1,2,0
964,-8.2,29.8,2,0
965,-8.3,28.5,2,0
966,-8.4,27.1,2,0
967,-8.5,26,2,0
968,-8.6,24.9,2,0
969,-8.7,23.6,2,0
970,-8.8,22.5,2,0
971,-8.8,20.8,2,0
972,-8.8,19.6,2,0
973,-8.9,18.5,2,0
974,-9,17.1,2,0
975,-9,16,2,0
976,-9,14.7,2,0
977,-9,13.3,2,0
978,-9,12.2,2,0
979,-9,10.9,2,0
980,-9.1,9.9,2,0
981,-9.2,8.7,2,0
982,-9.2,7.3,2,0
983,-9.2,6,2,0
984,-9.3,4.8,2,0
985,-9.3,3.7,2,0
986,-9.3,2.5,2,0
987,-9.3,1.3,2,0
988,-9.4,0.1,2,0
989,-9.3,-1.2,2,0
990,-9.2,-2.5,2,0
991,-9.2,-3.6,2,0
992,-9.2,-4.8,2,0
993,-9.2,-6,2,0
